date,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020;;;;;;;;
jan.-1,,,,,,,,,,,;;;;;;;;
jan.-2,,,,,,12 286,,,,,;;;;;;;;
jan.-3,,,,,11 448,,,,,,12 254;;;;;;;;
jan.-4,,,,11 620,,,,,,10 955,;;;;;;;;
jan.-5,,,,,,,,,12 723,,;;;;;;;;
jan.-6,,,10 514,,,,,11 991,,,;;;;;;;;
jan.-7,,12 644,,,,,,,,,;;;;;;;;
jan.-8,12968,,,,,,13 045,,,,;;;;;;;;
jan.-9,,,,,,16 237,,,,,;;;;;;;;
jan.-10,,,,,11 847,,,,,,14 058;;;;;;;;
jan.-11,,,,12 541,,,,,,12 609,;;;;;;;;
jan.-12,,,,,,,,,15 050,,;;;;;;;;
jan.-13,,,11 343,,,,,13 715,,,;;;;;;;;
jan.-14,,13 133,,,,,,,,,;;;;;;;;
jan.-15,12541,,,,,,11 501,,,,;;;;;;;;
jan.-16,,,,,,14 866,,,,,;;;;;;;;
jan.-17,,,,,11 061,,,,,,12 990;;;;;;;;
jan.-18,,,,11 075,,,,,,11 860,;;;;;;;;
jan.-19,,,,,,,,,14 256,,;;;;;;;;
jan.-20,,,10 393,,,,,13 610,,,;;;;;;;;
jan.-21,,11 438,,,,,,,,,;;;;;;;;
jan.-22,11762,,,,,,11 473,,,,;;;;;;;;
jan.-23,,,,,,13 934,,,,,;;;;;;;;
jan.-24,,,,,10 374,,,,,,11 856;;;;;;;;
jan.-25,,,,11 262,,,,,,11 740,;;;;;;;;
jan.-26,,,,,,,,,13 935,,;;;;;;;;
jan.-27,,,10 320,,,,,12 877,,,;;;;;;;;
jan.-28,,10 555,,,,,,,,,;;;;;;;;
jan.-29,11056,,,,,,11 317,,,,;;;;;;;;
jan.-30,,,,,,12 900,,,,,;;;;;;;;
jan.-31,,,,,10 258,,,,,,11 612;;;;;;;;
fev.-1,,,,11 314,,,,,,11 297,;;;;;;;;
fev.-2,,,,,,,,,13 285,,;;;;;;;;
fev.-3,,,10 117,,,,,12 485,,,;;;;;;;;
fev.-4,,10 235,,,,,,,,,;;;;;;;;
fev.-5,10 524,,,,,,11 052,,,,;;;;;;;;
fev.-6,,,,,,12 039,,,,,;;;;;;;;
fev.-7,,,,,10 147,,,,,,10 986;;;;;;;;
fev.-8,,,,11 044,,,,,,11 660,;;;;;;;;
fev.-9,,,,,,,,,12 495,,;;;;;;;;
fev.-10,,,10 287,,,,,12 269,,,;;;;;;;;
fev.-11,,10 019,,,,,,,,,;;;;;;;;
fev.-12,10 117,,,,,,11 170,,,,;;;;;;;;
fev.-13,,,,,,11 822,,,,,;;;;;;;;
fev.-14,,,,,10 198,,,,,,10 944;;;;;;;;
fev.-15,,,,11 030,,,,,,11 824,;;;;;;;;
fev.-16,,,,,,,,,12 246,,;;;;;;;;
fev.-17,,,10 532,,,,,11 644,,,;;;;;;;;
fev.-18,,9 757,,,,,,,,,;;;;;;;;
fev.-19,10 102,,,,,,10 590,,,,;;;;;;;;
fev.-20,,,,,,11 434,,,,,;;;;;;;;
fev.-21,,,,,10 427,,,,,,10 841;;;;;;;;
fev.-22,,,,10 850,,,,,,11 295,;;;;;;;;
fev.-23,,,,,,,,,12 142,,;;;;;;;;
fev.-24,,,11 086,,,,,11 794,,,;;;;;;;;
fev.-25,,9 433,,,,,,,,,;;;;;;;;
fev.-26,10 295,,,,,,11 056,,,,;;;;;;;;
fev.-27,,,,,,11 472,,,,,;;;;;;;;
fev.-28,,,,,10 377,,,,,,10 816;;;;;;;;
fev.-29,,,,,,,,,,,;;;;;;;;
mar.-1,,,,10 783,,,,,,11 044,;;;;;;;;
mar.-2,,,10 945,,,,,,10 854,,;;;;;;;;
mar.-3,,,,,,,,11 248,,,;;;;;;;;
mar.-4,,9 453,,,,,11 285,,,,;;;;;;;;
mar.-5,9 981,,,,,,,,,,;;;;;;;;
mar.-6,,,,,,11 469,,,,,10 895;;;;;;;;
mar.-7,,,,,9 828,,,,,,;;;;;;;;
mar.-8,,,,11 245,,,,,,10 898,;;;;;;;;
mar.-9,,,10 507,,,,,,12 997,,;;;;;;;;
mar.-10,,,,,,,,11 077,,,;;;;;;;;
mar.-11,,9 648,,,,,11 010,,,,;;;;;;;;
mar.-12,9 792,,,,,,,,,,;;;;;;;;
mar.-13,,,,,,10 951,,,,,11 019;;;;;;;;
mar.-14,,,,,10 005,,,,,,;;;;;;;;
mar.-15,,,,11 180,,,,,,10 567,;;;;;;;;
mar.-16,,,10 041,,,,,,12 788,,;;;;;;;;
mar.-17,,,,,,,,10 697,,,;;;;;;;;
mar.-18,,9 842,,,,,11 022,,,,;;;;;;;;
mar.-19,9 729,,,,,,,,,,;;;;;;;;
mar.-20,,,,,,10 568,,,,,10 645;;;;;;;;
mar.-21,,,,,9 832,,,,,,;;;;;;;;
mar.-22,,,,11 075,,,,,,10 402,;;;;;;;;
mar.-23,,,9 864,,,,,,11 913,,;;;;;;;;
mar.-24,,,,,,,,10 325,,,;;;;;;;;
mar.-25,,9 707,,,,,9 635,,,,;;;;;;;;
mar.-26,9 631,,,,,,,,,,;;;;;;;;
mar.-27,,,,,,10 493,,,,,11141;;;;;;;;
mar.-28,,,,,9 622,,,,,,;;;;;;;;
mar.-29,,,,9 280,,,,,,9 867,;;;;;;;;
mar.-30,,,9 634,,,,,,9 941,,;;;;;;;;
mar.-31,,,,,,,,10 027,,,;;;;;;;;
abr.-1,,9 312,,,,,10 286,,,,;;;;;;;;
abr.-2,8 004,,,,,,,,,,;;;;;;;;
abr.-3,,,,,,9 062,,,,,16387;;;;;;;;
abr.-4,,,,,9 944,,,,,,;;;;;;;;
abr.-5,,,,10 890,,,,,,10 126,;;;;;;;;
abr.-6,,,8 520,,,,,,10 794,,;;;;;;;;
abr.-7,,,,,,,,9 939,,,;;;;;;;;
abr.-8,,9 557,,,,,11 599,,,,;;;;;;;;
abr.-9,9 756,,,,,,,,,,;;;;;;;;
